stemming;anjuran;larangan;informasi
['kemudian', 'beliau', 'baca', 'ayat', 'hormat', 'allah', 'hormat', 'mesti', 'qsazzumar', 'yahya', 'bin', 'said', 'kata', 'fudlail', 'bin', 'ziyad', 'hadis', 'sebut', 'tambah', 'manshur', 'ibrahim', 'abidah', 'abdullah', 'lantas', 'rasulullah', 'shallallahualaihiwasallam', 'terkagumkagum', 'benar'];0;0;1
['nabi', 'shallallahualaihiwasallam', 'pernah', 'kerja', 'shalat', 'jenazah', 'orang', 'lakilaki', 'bumi', 'malam', 'hari', 'beliau', 'kerja', 'sama', 'sahabat', 'beliau', 'tanya', 'jenazah', 'sebut', 'siapa', 'orang', 'jawab', 'si', 'bumi', 'kemarin', 'menyolatkannya'];1;0;1
['datang', 'manusia', 'suatu', 'zaman', 'orang', 'keliling', 'bawa', 'shadaqah', 'emas', 'lalu', 'dapat', 'orang', 'mau', 'terima', 'lalu', 'lihat', 'satu', 'orang', 'lakilaki', 'ikut', 'empat', 'puluh', 'orang', 'wanita', 'cari', 'puas', 'dengan', 'sedikit', 'jumlah', 'lakilaki', 'banyak', 'wanita'];0;0;1
['makan', 'lalu', 'beliau', 'biar', 'bantu', 'nampan', 'hingga', 'selesai', 'makan', 'kemudian', 'datang', 'ganti', 'nampan', 'nampan', 'baru', 'lalu', 'bawa', 'masuk', 'nampan', 'pecah', 'ibnu', 'abi', 'maryam', 'kata', 'abar', 'yahya', 'bin', 'ayyub', 'cerita', 'humaid', 'cerita', 'anas', 'nabi'];1;0;1
['siapa', 'bebas', 'bagi', 'budak', 'milik', 'serikat', 'wajib', 'bagi', 'bebas', 'seluruh', 'anda', 'milik', 'harta', 'banyak', 'harga', 'budak', 'si', 'budak', 'wajib', 'tetap', 'usaha', 'bebas', 'sisa', 'status', 'budak', 'susah', 'orang', 'dek', 'bagi'];1;0;1
['kalian', 'lihat', 'jenazah', 'diri', 'hingga', 'tinggal', 'lalu', 'kalian', 'kata', 'sufyan', 'kata', 'az', 'zuhriy', 'abar', 'salim', 'bapak', 'kata', 'abar', 'amir', 'bin', 'rabiah', 'nabi', 'shallallahualaihiwasallam', 'al', 'humaidiy', 'tambah', 'hingga', 'tinggal', 'kalian', 'letak'];1;0;1
['kalian', 'beri', 'tahu', 'aku', 'jawab', 'makam', 'malam', 'gelap', 'gulita', 'sungkan', 'bangun', 'beliau', 'diri', 'baris', 'belakang', 'beliau', 'ibnu', 'abbas', 'radhiyallahuanhu', 'kata', 'aku', 'hadir', 'sama', 'kemudian', 'beliau', 'laksana', 'shalat', 'untuk', 'jenazah'];1;0;1
['kamu', 'lepas', 'anjing', 'latih', 'sebut', 'nama', 'allah', 'makan', 'apa', 'tangkap', 'kamu', 'meski', 'bunuh', 'anjing', 'sebut', 'makan', 'aku', 'kawatir', 'anjing', 'tangkap', 'diri', 'sendiri', 'anjing', 'sama', 'anjing', 'sebut', 'jangan', 'kamu', 'makan', 'hasil', 'buru'];0;1;1
['nabi', 'pernah', 'sekalipun', 'laksana', 'shaum', 'bulan', 'penuh', 'puasa', 'ramadhan', 'beliau', 'orang', 'rajin', 'puasa', 'komentar', 'allah', 'beliau', 'pernah', 'shaum', 'seringsering', 'beliau', 'puasa', 'orang', 'kata', 'allah', 'beliau', 'pernah', 'shaum'];1;0;1
['tidur', 'aku', 'mimpi', 'diri', 'ada', 'dalam', 'surga', 'sana', 'orang', 'wanita', 'sedang', 'berwudlu', 'samping', 'istana', 'aku', 'tanya', 'siapa', 'istana', 'jawab', 'umar', 'aku', 'ingat', 'cemburu', 'aku', 'paling', 'ketika', 'umar', 'menang', 'kata', 'patut', 'aku', 'cemburu', 'kepada', 'wahai', 'rasulullah'];0;0;1
['aku', 'anggap', 'dua', 'perkara', 'jahiliyah', 'tatkala', 'islam', 'datang', 'dua', 'tinggal', 'lalu', 'turun', 'firman', 'allah', 'sungguh', 'shafa', 'marwa', 'bagi', 'syiar', 'allah', 'barangsiapa', 'ibadah', 'haji', 'baitullah', 'umrah', 'dosa', 'bagi', 'kerja', 'sai', 'dua', 'qs', 'albaqarah'];0;0;1
['ibu', 'kalian', 'rupa', 'sedang', 'bakar', 'cemburu', 'kemudian', 'beliau', 'tahan', 'sang', 'khadim', 'bantu', 'hingga', 'datang', 'piring', 'asal', 'rumah', 'isteri', 'beliau', 'guna', 'mukim', 'lalu', 'beliau', 'serah', 'piring', 'bagus', 'isteri', 'piring', 'pecah', 'biar', 'piring', 'pecah', 'rumah', 'isteri', 'pecah'];0;0;1
['tenang', 'wahai', 'aisyah', 'lemah', 'lembut', 'jangan', 'kamu', 'sikeras', 'jangan', 'kamu', 'kata', 'keji', 'aisyah', 'kata', 'dengar', 'apa', 'kata', 'beliau', 'sabda', 'tidak', 'kamu', 'dengar', 'apa', 'ucap', 'balas', 'adapun', 'jawab', 'kabul', 'doa', 'diijabahi'];1;1;1
['hai', 'abu', 'umar', 'bagaimana', 'kabar', 'si', 'nughair', 'burung', 'pipit', 'abu', 'umair', 'memang', 'senang', 'main', 'dengan', 'waktu', 'shalat', 'tiba', 'beliau', 'ada', 'rumah', 'beliau', 'minta', 'hampar', 'tikar', 'sapu', 'bawah', 'percik', 'lalu', 'diri', 'belakang', 'beliau', 'beliau', 'shalat', 'imam'];0;0;1
['kamu', 'punya', 'unta', 'jawab', 'nabi', 'tanya', 'apa', 'warna', 'merah', 'jawab', 'nabi', 'tanya', 'sana', 'warna', 'kecoklatcoklatan', 'jawab', 'nabi', 'tanya', 'darimana', 'warna', 'dapat', 'warna', 'turun', 'akar', 'turun', 'nabi', 'sabda', 'warna', 'anak', 'jadi', 'akar', 'turun'];0;0;1
['hanyasanya', 'amal', 'gantung', 'niyatnya', 'orang', 'dapat', 'sesuai', 'niat', 'barangsiapa', 'hijrah', 'allah', 'rasul', 'hijrah', 'hitung', 'allah', 'rasul', 'barangsiapa', 'hijrah', 'dunia', 'oleh', 'wanita', 'nikah', 'hijrah', 'dar', 'dapat', 'niat'];0;0;1
['wahai', 'jibril', 'apa', 'halang', 'unjung', 'lebih', 'sering', 'apa', 'engkau', 'laku', 'turun', 'ayat', 'tidak', 'turun', 'ayat', 'perintah', 'tuhan', 'milik', 'dia', 'apa', 'depan', 'belakang', 'hingga', 'akhir', 'ayat', 'qs', 'maryam', 'jawab', 'muhammad'];0;0;1
['nabi', 'shallallahualaihiwasallam', 'pernah', 'datang', 'makkah', 'tunai', 'haji', 'lalu', 'beliau', 'thawaf', 'baitullah', 'kemudian', 'shalat', 'rakaat', 'lalu', 'laku', 'saiy', 'bukit', 'shafa', 'marwah', 'kemudian', 'baca', 'firman', 'allah', 'taala', 'qs', 'al', 'ahzab', 'ayat', 'arti', 'sungguh', 'kalian', 'suri', 'tauladan', 'baik', 'diri', 'rasulullah'];0;0;1
['aku', 'datang', 'memberitahukan', 'kalian', 'waktu', 'jadi', 'lailatul', 'qadar', 'fulan', 'fulan', 'sanggah', 'aku', 'pasti', 'waktu', 'angkat', 'jadi', 'tahu', 'moga', 'jadi', 'jadi', 'baik', 'buat', 'kalian', 'cari', 'malam', 'sembilan', 'tujuh', 'lima', 'puluh', 'malam', 'akhir', 'ramadhan'];0;0;1
['ruas', 'tulang', 'wajib', 'shadaqah', 'hari', 'orang', 'bantu', 'tunggang', 'angkat', 'angkut', 'barangbarangnya', 'atas', 'shadaqah', 'ucap', 'baik', 'shadaqah', 'langkah', 'laku', 'orang', 'tuju', 'shalat', 'shadaqah', 'orang', 'tunjuk', 'jalan', 'shadaqah'];1;0;1
['sungguh', 'antara', 'bohong', 'besar', 'bila', 'orang', 'aku', 'anak', 'orang', 'bukan', 'bapak', 'orang', 'aku', 'dua', 'mata', 'lihat', 'mimpi', 'padahal', 'mimpi', 'apa', 'orang', 'kata', 'atas', 'nama', 'rasulullah', 'shallallahu', 'alaihi', 'wa', 'salam', 'apa', 'beliau', 'sabda'];0;0;1
['jadi', 'hari', 'qiyamat', 'hingga', 'kalian', 'rang', 'bangsa', 'khuzan', 'karman', 'bangsa', 'non', 'arab', 'wajah', 'merah', 'hidung', 'pesek', 'mata', 'kecil', 'sipit', 'wajahwajah', 'bagai', 'perisai', 'tempa', 'sandal', 'buat', 'rambut', 'hadits', 'kuat', 'jalur', 'riwayat', 'abdur', 'razzaq'];0;0;1
['aku', 'dahulu', 'kalian', 'aku', 'saksi', 'atas', 'kalian', 'aku', 'allah', 'sekarang', 'sedang', 'lihat', 'telaga', 'surga', 'sungguh', 'aku', 'beri', 'kuncikunci', 'bendahara', 'kaya', 'bumi', 'aku', 'allah', 'tinggal', 'aku', 'takut', 'kalian', 'buat', 'syirik', 'aku', 'takut', 'kalian', 'rebut', 'harta', 'dunia'];0;0;1
['sungguh', 'tahu', 'apaapa', 'kata', 'wahai', 'rasulullah', 'terkadang', 'bicara', 'benar', 'rasulullah', 'sabda', 'ucap', 'benar', 'hasil', 'curi', 'jin', 'kemudian', 'dengar', 'telinga', 'waliwalinya', 'bagaimana', 'ayam', 'betina', 'suara', 'kemudian', 'menambahnambahi', 'ratus', 'bohong'];0;0;1
['nabi', 'ibrahim', 'khitan', 'usia', 'delapan', 'puluh', 'tahun', 'beliau', 'khitan', 'guna', 'kampak', 'abu', 'abdullah', 'kata', 'cerita', 'qutaibah', 'cerita', 'al', 'mughirah', 'abu', 'az', 'zinad', 'perkataanya', 'qaddum', 'guna', 'tasydid', 'dal', 'maksud', 'suatu', 'tempat', 'halb', 'aleppo'];0;0;1
['antara', 'dosa', 'besar', 'sekutu', 'allah', 'durhaka', 'orang', 'tua', 'kata', 'sumpah', 'dusta', 'syubah', 'ragu', 'pasti', 'redaksi', 'muadz', 'kata', 'cerita', 'syubah', 'kata', 'dosa', 'besar', 'ialah', 'sekutu', 'allah', 'sumpah', 'dusta', 'durhaka', 'orang', 'tua', 'kata', 'bunuh', 'orang'];0;1;1
['amma', 'badu', 'allah', 'pilih', 'rasul', 'apa', 'ada', 'sisi', 'atas', 'apa', 'ada', 'sisi', 'kalian', 'kitab', 'ini', 'dengan', 'allah', 'beri', 'tunjuk', 'rasul', 'kalian', 'ambil', 'tunjuk', 'niscaya', 'kalian', 'dapat', 'tunjuk', 'hanyasanya', 'kitab', 'allah', 'beri', 'tunjuk', 'hidayah', 'rasul'];1;0;1
['orang', 'isteri', 'menginfaqkan', 'bershadaqah', 'makan', 'keluarga', 'tuju', 'bukan', 'cari', 'rusa', 'bagi', 'pahala', 'apa', 'diinfaqkan', 'pahala', 'suami', 'harta', 'hasil', 'usaha', 'orang', 'jaga', 'gudang', 'dapat', 'pahala', 'rang', 'sedikit', 'pahala', 'masingmasingnya'];1;0;1
['larang', 'orang', 'jual', 'makan', 'bel', 'hingga', 'jadi', 'milik', 'sah', 'aku', 'tanya', 'ibnu', 'abbas', 'bagaimana', 'maksud', 'jawab', 'bila', 'dirham', 'dirham', 'bayar', 'makan', 'tangguh', 'abu', 'abdullah', 'al', 'bukhariy', 'kata', 'murjauna', 'makna', 'sama', 'muakhkhoruuna', 'arti', 'tangguh'];0;1;0
['orang', 'nabi', 'antara', 'nabinabi', 'singgah', 'bawah', 'pohon', 'kemudian', 'gigit', 'semut', 'perintah', 'keluar', 'semut', 'bawah', 'pohon', 'lalu', 'perintah', 'bakar', 'rumah', 'semut', 'kemudian', 'allah', 'wahyu', 'nabi', 'sebut', 'ekor', 'semut', 'gigit', 'lalu', 'kamu', 'bakar', 'semua'];0;0;1
['puasa', 'paling', 'allah', 'cinta', 'puasa', 'nabi', 'daud', 'alaihissalam', 'puasa', 'satu', 'hari', 'buka', 'satu', 'hari', 'shalat', 'paling', 'allah', 'suka', 'shalatnya', 'nabi', 'daud', 'alaihissalam', 'tidur', 'hingga', 'tengah', 'malam', 'lalu', 'bangun', 'diri', 'shalat', 'tiga', 'malam', 'tidur', 'akhir', 'enam', 'malam'];0;0;1
['rasulullah', 'shallallahu', 'alaihi', 'wa', 'salam', 'utus', 'rasul', 'beliau', 'usia', 'empat', 'puluh', 'tahun', 'beliau', 'tinggal', 'makkah', 'lama', 'tiga', 'belas', 'tahun', 'terima', 'wahyu', 'kemudian', 'beliau', 'perintah', 'hijrah', 'beliau', 'hijrah', 'tetap', 'madinah', 'lama', 'puluh', 'tahun', 'hingga', 'beliau', 'wafat', 'usia', 'enam', 'puluh', 'tiga', 'tahun'];0;0;1
['baca', 'firman', 'allah', 'idz', 'talaqqaunahu', 'bi', 'alsinatakum', 'kalian', 'terima', 'berita', 'bohong', 'mulutmulut', 'kalian', 'kata', 'talaqqau', 'kata', 'al', 'walqu', 'arti', 'dusta', 'ibnu', 'abu', 'mulai', 'kata', 'aisyah', 'orang', 'paling', 'tahu', 'orang', 'memang', 'ayat', 'turun', 'diri'];0;0;1
['nabi', 'bonceng', 'ali', 'bin', 'abu', 'thalib', 'lalu', 'beliau', 'suruh', 'umum', 'kena', 'ayat', 'baraah', 'abu', 'hurairah', 'kata', 'ali', 'sama', 'umum', 'mina', 'hari', 'kurban', 'kena', 'ayat', 'baraah', 'orang', 'musyrik', 'laku', 'haji', 'tahun', 'sebut', 'orang', 'telanjang', 'laku', 'thawaf', 'kabah'];0;0;1
['sungguh', 'musa', 'orang', 'sangat', 'malu', 'bagaimana', 'firman', 'allah', 'hai', 'orangorang', 'iman', 'jangan', 'kamu', 'jadi', 'orangorang', 'sakit', 'musa', 'allah', 'bersih', 'tuduhantuduhan', 'kata', 'orang', 'punya', 'duduk', 'hormat', 'sisi', 'allah', 'al', 'ahzaab'];1;0;1
['suatu', 'hari', 'orang', 'hamba', 'lewat', 'pagi', 'turun', 'datang', 'malaikat', 'kepada', 'lalu', 'salah', 'satu', 'kata', 'allah', 'beri', 'ganti', 'siapa', 'nafkah', 'harta', 'satu', 'kata', 'allah', 'beri', 'hancur', 'binasa', 'orang', 'tahan', 'harta', 'bakhil'];0;0;1
['allah', 'ampun', 'orangorang', 'cukur', 'rambut', 'orangorang', 'kata', 'orangorang', 'pendek', 'rambut', 'beliau', 'tetap', 'kata', 'allah', 'ampun', 'orangorang', 'cukur', 'rambut', 'beliau', 'ucap', 'hingga', 'tiga', 'kali', 'baru', 'kemudian', 'sabda', 'orangorang', 'pendek', 'rambut'];1;0;1
['bagaimana', 'ada', 'wahai', 'abdurrahman', 'abdurrahman', 'jawab', 'aku', 'meni', 'orang', 'wanita', 'anshar', 'beliau', 'tanya', 'berapa', 'jumlah', 'mahar', 'kamu', 'ikan', 'pada', 'abdurrahman', 'jawab', 'hias', 'berat', 'biji', 'emas', 'biji', 'emas', 'lalu', 'beliau', 'sabda', 'adakan', 'walimah', 'resepsi', 'sekalipun', 'ekor', 'kambing'];1;0;1
['kata', 'bani', 'israil', 'masuk', 'pintu', 'ada', 'sujud', 'kata', 'hitthah', 'ampun', 'dosadosa', 'niscaya', 'ampun', 'kesalahankesalahan', 'kalian', 'lalu', 'ganti', 'lafazh', 'ucap', 'pasuk', 'pintu', 'rangkak', 'atas', 'pantatpantat', 'kata', 'habbah', 'biji', 'tepung'];0;0;1
['bertaqwalah', 'allah', 'maksud', 'apa', 'kamu', 'obat', 'sakit', 'tenggorok', 'anak', 'masuk', 'jemari', 'tangan', 'guna', 'kayu', 'india', 'pada', 'dapat', 'tujuh', 'ragam', 'sembuh', 'antara', 'sembuh', 'sakit', 'radang', 'selaput', 'dada', 'maksud', 'al', 'kust', 'dahan', 'al', 'kusth', 'dahan', 'bahasa'];1;0;1
['siapa', 'antara', 'kalian', 'harta', 'waris', 'lebih', 'cinta', 'harta', 'sendiri', 'jawab', 'wahai', 'rasulullah', 'antara', 'harta', 'lebih', 'cinta', 'harta', 'waris', 'beliau', 'sabda', 'harta', 'apa', 'engkau', 'dahulu', 'sedang', 'harta', 'waris', 'apa', 'engkau', 'tangguh'];0;0;1
['aku', 'putus', 'perkara', 'antara', 'kalian', 'dua', 'kitabullah', 'adapun', 'kambing', 'hamba', 'sahaya', 'kembali', 'kepada', 'sedang', 'anak', 'dera', 'ratus', 'kali', 'asing', 'lama', 'tahun', 'adapun', 'engkau', 'hai', 'unais', 'datang', 'istri', 'lelaki', 'rajam', 'unais', 'datang', 'istri', 'lelaki', 'sebut', 'rajam'];1;0;1
['ilah', 'aku', 'ijin', 'aku', 'kubur', 'sama', 'sahabat', 'nabi', 'abu', 'bakar', 'padahal', 'harihari', 'belum', 'sahabat', 'lakilaki', 'utus', 'utus', 'aisyah', 'kubur', 'sama', 'nabi', 'abu', 'bakar', 'aisyah', 'selalu', 'jawab', 'allah', 'lama', 'aku', 'sama', 'sekali', 'beri', 'sempat', 'orang'];1;0;1
['dengan', 'kamu', 'haidl', 'jawab', 'beliau', 'sabda', 'suatu', 'perkara', 'tetap', 'allah', 'atas', 'wanita', 'anak', 'adam', 'laku', 'bagaimana', 'laku', 'orangorang', 'haj', 'kamu', 'jangan', 'laku', 'thawaf', 'kabah', 'rasulullah', 'kurban', 'isterinya', 'ekor', 'sapi'];1;0;0
['aku', 'sedia', 'buat', 'hambahambaku', 'shalih', 'nikmat', 'pernah', 'mata', 'lihat', 'telinga', 'dengar', 'betik', 'lubuk', 'hati', 'manusia', 'baca', 'firman', 'kamu', 'mau', 'qs', 'assajadah', 'arti', 'orang', 'tahu', 'apa', 'sedia', 'nikmat', 'sedap', 'mata'];0;0;1
['sungguh', 'kalian', 'seringkali', 'adu', 'sengketa', 'kepada', 'barang', 'kali', 'antara', 'kalian', 'lebih', 'pandai', 'silat', 'lidah', 'barangsiapa', 'putus', 'menang', 'cedera', 'hak', 'saudara', 'dasar', 'pandai', 'argumentasnya', 'arti', 'ambil', 'sundut', 'api', 'neraka', 'bagi', 'jangan', 'ambil'];0;1;1
['aku', 'perintah', 'rang', 'manusia', 'hingga', 'ucap', 'laa', 'ilaaha', 'illallah', 'ilah', 'allah', 'barangsiapa', 'ucap', 'laa', 'ilaaha', 'illallah', 'sungguh', 'lindung', 'jiwa', 'harta', 'dari', 'haqnya', 'perhitunganya', 'allah', 'riwayat', 'umar', 'ibnu', 'umar', 'nabi'];0;0;1
['kelompok', 'orang', 'quraisy', 'binasa', 'umat', 'tanya', 'apa', 'baginda', 'perintah', 'beliau', 'jawab', 'baik', 'orangorang', 'tinggal', 'isolir', 'mahmud', 'kata', 'cerita', 'abu', 'daud', 'abar', 'syubah', 'abu', 'attayyah', 'aku', 'dengar', 'abu', 'zurah'];1;0;1
['baca', 'surah', 'annajm', 'lalu', 'sujud', 'tilawah', 'orangorang', 'sama', 'beliau', 'ikut', 'sujud', 'orang', 'lakilaki', 'tua', 'ambil', 'genggam', 'tanah', 'lalu', 'tempel', 'kening', 'kata', 'bagi', 'cukup', 'abdullah', 'kata', 'kemudian', 'hari', 'sungguh', 'aku', 'lihat', 'lelaki', 'tua', 'bunuh', 'ada', 'kafir'];0;0;1
['bahwasanya', 'rasulullah', 'bakar', 'pohon', 'kurma', 'bani', 'nadlir', 'potong', 'al', 'buwairah', 'allah', 'taala', 'turun', 'ayat', 'pohon', 'kurma', 'kalian', 'tebang', 'kalian', 'biar', 'diri', 'tegak', 'atas', 'pokok', 'atas', 'dasar', 'izin', 'allah', 'hina', 'orangorang', 'fasik', 'qs', 'alhasyr'];0;0;1
['sungguh', 'allah', 'suka', 'bersin', 'benci', 'uap', 'apabila', 'salah', 'orang', 'kalian', 'bersin', 'hendak', 'puji', 'allah', 'wajib', 'orang', 'muslim', 'dengar', 'doa', 'uap', 'datang', 'syetan', 'hendak', 'tahan', 'mampu', 'ucap', 'haaah', 'syetan', 'tertawa', 'karena'];1;0;1
['jual', 'beli', 'emas', 'emas', 'riba', 'beginibegini', 'maksud', 'kontan', 'beras', 'beras', 'riba', 'beginibegini', 'maksud', 'kontan', 'kurma', 'kurma', 'riba', 'beginibegini', 'maksud', 'kontan', 'gandum', 'gandum', 'riba', 'beginibegini', 'maksud', 'kontan'];0;1;0
['siapa', 'beri', 'alas', 'orang', 'berita', 'kepada', 'lancar', 'ganggu', 'keluarga', 'allah', 'tidak', 'aku', 'tahu', 'keluarga', 'baik', 'semata', 'sungguh', 'orangorang', 'sebut', 'orang', 'lakilaki', 'padahal', 'aku', 'kenal', 'orang', 'baik'];0;0;1
['orang', 'masuk', 'islam', 'hari', 'aku', 'masuk', 'islam', 'sungguh', 'aku', 'diam', 'lewat', 'tujuh', 'hari', 'sungguh', 'aku', 'tsulutsul', 'islam', 'orang', 'tiga', 'masuk', 'islam', 'kalang', 'orang', 'merdeka', 'baligh', 'hadits', 'kuat', 'jalur', 'riwayat', 'abu', 'usamah', 'cerita', 'hasyim'];0;0;1
['aku', 'wasiat', 'kalian', 'sikap', 'baik', 'kaum', 'anshar', 'jaga', 'rahasia', 'percaya', 'tunai', 'apa', 'wajib', 'atas', 'hak', 'apa', 'jadi', 'hak', 'terima', 'orangorang', 'baik', 'kalang', 'maaf', 'orangorang', 'keliru'];1;0;1
['nabi', 'nikah', 'maimunah', 'beliau', 'ihram', 'beliau', 'gaul', 'beliau', 'bertahallul', 'maimunah', 'tinggal', 'sarif', 'kata', 'abu', 'abdullah', 'ibnu', 'ishaq', 'tambah', 'cerita', 'kepada', 'ibnu', 'abu', 'najih', 'abban', 'bin', 'shalih', 'atha', 'mujahid', 'ibnu', 'abbas', 'kata', 'nabi', 'nikah', 'maimunah', 'umratul', 'qadla'];0;0;1
['orang', 'miskin', 'bukan', 'orang', 'rasa', 'cukup', 'satu', 'buah', 'kurma', 'suap', 'suap', 'makan', 'orang', 'miskin', 'orang', 'memintaminta', 'tunjuk', 'miskin', 'orang', 'kalian', 'mau', 'baca', 'firman', 'allah', 'memintaminta', 'orang', 'al', 'baqarah'];0;0;1
['generasi', 'kemudian', 'generasi', 'kemudian', 'generasi', 'kemudian', 'datang', 'suatu', 'kaum', 'saksi', 'dahulu', 'sumpah', 'sumpah', 'dahulu', 'saksi', 'kata', 'ibrahim', 'kawankawan', 'kecilmelarang', 'sumpah', 'laksana', 'saksi', 'janji'];0;0;1
['baiat', 'beliau', 'senantiasa', 'dengar', 'taat', 'giat', 'mapun', 'malas', 'sulit', 'maupun', 'susah', 'lebih', 'penting', 'urus', 'sama', 'cabut', 'urus', 'ahli', 'kalian', 'lihat', 'kufur', 'terangterangan', 'kalian', 'punya', 'alas', 'jelas', 'allah'];0;0;1
['tidak', 'salah', 'orang', 'kalian', 'lahir', 'tiga', 'anak', 'shalih', 'tiga', 'anak', 'jadi', 'halang', 'neraka', 'bagi', 'orang', 'wanita', 'tanya', 'wahai', 'rasulullah', 'bagaimana', 'kalau', 'wanita', 'ulang', 'hingga', 'kali', 'rasulullah', 'jawab', 'sekalipun', 'sekalipun'];0;0;1
['moga', 'allah', 'laknat', 'yahudi', 'haram', 'atas', 'lemak', 'hewan', 'sapi', 'kambing', 'lalu', 'jual', 'belikan', 'makan', 'uang', 'jual', 'beli', 'kata', 'abu', 'abdullah', 'al', 'bukoriy', 'qaatalahumullah', 'arti', 'allah', 'laknat', 'qutila', 'arti', 'luina', 'arti', 'kutuk', 'orangorang', 'banyak', 'dusta'];0;0;1
['barangsiapa', 'menginfaqkan', 'pasang', 'jalan', 'allah', 'penjagapenjaga', 'surga', 'panggil', 'jaga', 'pintu', 'surge', 'panggil', 'kemari', 'abu', 'bakar', 'kata', 'wahai', 'rasulullah', 'orang', 'rugi', 'sengsara', 'nabi', 'shallallahualaihiwasallam', 'sabda', 'aku', 'harap', 'kamu', 'masuk', 'antara'];1;0;1
['aku', 'diri', 'ambang', 'pintu', 'surga', 'aku', 'saksi', 'banyak', 'masuk', 'orangorang', 'miskin', 'sedang', 'orangorang', 'milik', 'kekayaaan', 'tahan', 'duduk', 'neraka', 'perintah', 'masuk', 'neraka', 'aku', 'diri', 'ambang', 'neraka', 'nyata', 'banyak', 'hun', 'wanita'];0;0;1
['bawa', 'orang', 'rajam', 'ibnu', 'syihab', 'kata', 'abar', 'kepada', 'orang', 'dengar', 'jabir', 'kata', 'aku', 'antara', 'orangorang', 'rajam', 'rajam', 'tanah', 'lapang', 'kala', 'rasa', 'sakit', 'lempar', 'batu', 'kabur', 'hingga', 'tangkap', 'harrah', 'terus', 'rajam'];1;0;1
['jadi', 'peperangan', 'harrah', 'orangorang', 'baiat', 'abdullah', 'bin', 'hanzholah', 'mati', 'orang', 'datang', 'kepada', 'abdullah', 'bin', 'zaid', 'kata', 'sungguh', 'ibnu', 'hanzholah', 'baiat', 'manusia', 'atas', 'mati', 'kata', 'aku', 'baiat', 'orang', 'rasulullah'];0;0;1
['sesunguhnya', 'orangorang', 'kalian', 'jadi', 'binasa', 'apabila', 'orang', 'kalang', 'hormat', 'curi', 'biar', 'balik', 'apabila', 'orang', 'kalang', 'rendah', 'curi', 'tegak', 'sanksi', 'hukum', 'atas', 'allah', 'senda', 'fathimah', 'bin', 'ti', 'muhamamd', 'curi', 'aku', 'potong', 'tangan'];0;0;1
['bani', 'tamim', 'umat', 'paling', 'gigih', 'lawan', 'dajjal', 'dua', 'orang', 'tawan', 'perempuan', 'bani', 'tamim', 'rumah', 'aisyah', 'kemudian', 'rasulullah', 'sabda', 'hai', 'aisyah', 'bebas', 'turun', 'ismail', 'tiga', 'rasulullah', 'pernah', 'sabda', 'zakat', 'bani', 'tamim', 'zakat', 'kaum'];0;0;1
['semua', 'kamu', 'kata', 'tadi', 'dengar', 'tanya', 'kepada', 'engkau', 'cerita', 'qutaibah', 'cerita', 'abtsar', 'husain', 'asy', 'syabi', 'numan', 'bin', 'basyir', 'kata', 'aku', 'jatuh', 'pingsan', 'abdullah', 'bin', 'rawahah', 'tinggal', 'engkau', 'menang'];0;0;1
['pergi', 'sungguh', 'aku', 'baiat', 'kalian', 'ungkap', 'ikrar', 'allah', 'tidak', 'rasulullah', 'buat', 'atas', 'kaum', 'wanita', 'perintah', 'allah', 'bila', 'beliau', 'ambil', 'baiat', 'beliau', 'kata', 'sungguh', 'aku', 'baiat', 'kalian', 'ungkap', 'katakata'];0;0;1
['putus', 'diyat', 'janin', 'wanita', 'bani', 'lahyan', 'nilai', 'tara', 'ghurrah', 'budak', 'lakilaki', 'hamba', 'sahaya', 'perempuan', 'kemudian', 'wanita', 'beliau', 'putus', 'bayar', 'ghurrah', 'tinggal', 'rasulullah', 'shallallahualaihiwasallam', 'putus', 'waris', 'anakanaknya', 'suami', 'sedang', 'bayar', 'diyat', 'ashabahnya'];0;0;1
['kabar', 'kepada', 'kamu', 'ingat', 'nabi', 'beliau', 'laksana', 'shalat', 'zhuhur', 'hari', 'tarwiyah', 'jawab', 'mina', 'aku', 'tanya', 'beliau', 'laksana', 'shalat', 'ashar', 'hari', 'nafar', 'jawab', 'al', 'abthoh', 'al', 'bathha', 'kerja', 'manasik', 'bagaimana', 'pimpin', 'kamu', 'kerja'];1;0;1
['jangan', 'kena', 'gamis', 'baju', 'sorban', 'celana', 'mantel', 'pakai', 'tutup', 'kepala', 'jangan', 'pakai', 'pakai', 'beri', 'minyak', 'wangi', 'wewangian', 'buat', 'daun', 'tumbuh', 'apabila', 'milik', 'pasang', 'sandal', 'hendak', 'kena', 'sapatu', 'potong', 'hingga', 'ada', 'bawah', 'mata', 'kaki'];0;1;1
['mana', 'orang', 'tadi', 'tanya', 'kepada', 'umrah', 'lakilaki', 'cari', 'hadap', 'nabi', 'beliau', 'sabda', 'kena', 'wewangiat', 'lekat', 'tubuh', 'cuci', 'banyak', 'tiga', 'kali', 'jubah', 'lepas', 'laku', 'umrah', 'bagaimana', 'apa', 'kamu', 'laku', 'ibadah', 'haji'];1;0;0
